Score,Rating,Address,City,ZIP,Owner,Value,Type,Year Built,Sqft,Signals,Court Activity,Mail Name,Mail Address,Mail City,Mail State,Mail ZIP,Bridge Page
67,MEDIUM,2962 DEER CREEK COUNTRY CLUB BLVD,DEERFIELD BEACH,33442,THR FLORIDA LP,387010,Single Family,2004,1679,Out-of-state absentee; No homestead; Litigation pending (pre-foreclosure); Lien on property; Foreclosure judgment,satisfaction 12/30/2025; final_judgment 12/11/2025; lien 12/09/2024; deed_transfer 11/27/2024; lis_pendens 09/18/2025,THR FLORIDA LP,1717 MAIN ST #2000,DALLAS,TEXAS,75201,https://title.rootz.global/p/farm?address=2962%20DEER%20CREEK%20COUNTRY%20CLUB%20BLVD&city=DEERFIELD%20BEACH
67,MEDIUM,4349 NW 1 PL,DEERFIELD BEACH,33442,IH3 PROPERTY FLORIDA LP,449240,Single Family,1997,1635,Out-of-state absentee; No homestead; Litigation pending (pre-foreclosure); Lien on property; Foreclosure judgment,final_judgment 12/29/2025; deed_transfer 12/18/2025; satisfaction 12/18/2025; lis_pendens 10/16/2025; lien 07/16/2025,IH3 PROPERTY FLORIDA LP,1717 MAIN ST #2000,DALLAS,TEXAS,75201,https://title.rootz.global/p/farm?address=4349%20NW%201%20PL&city=DEERFIELD%20BEACH
67,MEDIUM,4289 NW 1 PL,DEERFIELD BEACH,33442,IH3 PROPERTY FLORIDA LP,412150,Single Family,1999,1742,Out-of-state absentee; No homestead; Litigation pending (pre-foreclosure); Lien on property; Foreclosure judgment,final_judgment 12/29/2025; deed_transfer 12/18/2025; satisfaction 12/18/2025; lis_pendens 10/16/2025; lien 07/16/2025,IH3 PROPERTY FLORIDA LP,1717 MAIN ST #2000,DALLAS,TEXAS,75201,https://title.rootz.global/p/farm?address=4289%20NW%201%20PL&city=DEERFIELD%20BEACH
67,MEDIUM,3350 SW 1 CT,DEERFIELD BEACH,33442,2018-3 IH BORROWER LP,483310,Single Family,1978,1599,Out-of-state absentee; No homestead; Litigation pending (pre-foreclosure); Lien on property; Foreclosure judgment,satisfaction 12/09/2025; deed_transfer 12/02/2025; final_judgment 11/27/2024; lien 11/06/2025; lis_pendens 10/06/2025,2018-3 IH BORROWER LP,1717 MAIN ST #2000,DALLAS,TEXAS,75201,https://title.rootz.global/p/farm?address=3350%20SW%201%20CT&city=DEERFIELD%20BEACH
67,MEDIUM,1069 SW 42 TER,DEERFIELD BEACH,33442,IH3 PROPERTY FLORIDA LP,368400,Single Family,1999,1620,Out-of-state absentee; No homestead; Litigation pending (pre-foreclosure); Lien on property; Foreclosure judgment,final_judgment 12/29/2025; deed_transfer 12/18/2025; satisfaction 12/18/2025; lis_pendens 10/16/2025; lien 07/16/2025,IH3 PROPERTY FLORIDA LP,1717 MAIN ST #2000,DALLAS,TEXAS,75201,https://title.rootz.global/p/farm?address=1069%20SW%2042%20TER&city=DEERFIELD%20BEACH
67,MEDIUM,2664 SW 12 ST,DEERFIELD BEACH,33442,2018-3 IH BORROWER LP,523100,Single Family,1984,1741,Out-of-state absentee; No homestead; Litigation pending (pre-foreclosure); Lien on property; Foreclosure judgment,satisfaction 12/09/2025; deed_transfer 12/02/2025; final_judgment 11/27/2024; lien 11/06/2025; lis_pendens 10/06/2025,2018-3 IH BORROWER LP,1717 MAIN ST #2000,DALLAS,TEXAS,75201,https://title.rootz.global/p/farm?address=2664%20SW%2012%20ST&city=DEERFIELD%20BEACH
67,MEDIUM,1161 SW 44 WAY,DEERFIELD BEACH,33442,IH3 PROPERTY FLORIDA LP,365930,Single Family,1999,1348,Out-of-state absentee; No homestead; Litigation pending (pre-foreclosure); Lien on property; Foreclosure judgment,final_judgment 12/29/2025; deed_transfer 12/18/2025; satisfaction 12/18/2025; lis_pendens 10/16/2025; lien 07/16/2025,IH3 PROPERTY FLORIDA LP,1717 MAIN ST #2000,DALLAS,TEXAS,75201,https://title.rootz.global/p/farm?address=1161%20SW%2044%20WAY&city=DEERFIELD%20BEACH
67,MEDIUM,1265 SW 48 TER,DEERFIELD BEACH,33442,IH3 PROPERTY FLORIDA LP,368420,Single Family,2001,1699,Out-of-state absentee; No homestead; Litigation pending (pre-foreclosure); Lien on property; Foreclosure judgment,final_judgment 12/29/2025; deed_transfer 12/18/2025; satisfaction 12/18/2025; lis_pendens 10/16/2025; lien 07/16/2025,IH3 PROPERTY FLORIDA LP,1717 MAIN ST #2000,DALLAS,TEXAS,75201,https://title.rootz.global/p/farm?address=1265%20SW%2048%20TER&city=DEERFIELD%20BEACH
67,MEDIUM,1441 SW 5 AVE,DEERFIELD BEACH,33441,2018-3 IH BORROWER LP,524920,Single Family,1975,1940,Out-of-state absentee; No homestead; Litigation pending (pre-foreclosure); Lien on property; Foreclosure judgment,satisfaction 12/09/2025; deed_transfer 12/02/2025; final_judgment 11/27/2024; lien 11/06/2025; lis_pendens 10/06/2025,2018-3 IH BORROWER LP,1717 MAIN ST #2000,DALLAS,TEXAS,75201,https://title.rootz.global/p/farm?address=1441%20SW%205%20AVE&city=DEERFIELD%20BEACH
67,MEDIUM,801 SE 15 ST,DEERFIELD BEACH,33441,2018-3 IH BORROWER LP,444920,Single Family,1964,1256,Out-of-state absentee; No homestead; Litigation pending (pre-foreclosure); Lien on property; Foreclosure judgment,satisfaction 12/09/2025; deed_transfer 12/02/2025; final_judgment 11/27/2024; lien 11/06/2025; lis_pendens 10/06/2025,2018-3 IH BORROWER LP,1717 MAIN ST #2000,DALLAS,TEXAS,75201,https://title.rootz.global/p/farm?address=801%20SE%2015%20ST&city=DEERFIELD%20BEACH
67,MEDIUM,166 E ROYAL COVE CIR,DAVIE,33325,IH3 PROPERTY FLORIDA LP,620690,Single Family,2001,2284,Out-of-state absentee; No homestead; Litigation pending (pre-foreclosure); Lien on property; Foreclosure judgment,final_judgment 12/29/2025; deed_transfer 12/18/2025; satisfaction 12/18/2025; lis_pendens 10/16/2025; lien 07/16/2025,IH3 PROPERTY FLORIDA LP,1717 MAIN ST #2000,DALLAS,TEXAS,75201,https://title.rootz.global/p/farm?address=166%20E%20ROYAL%20COVE%20CIR&city=DAVIE
67,MEDIUM,9283 NW 55 ST,SUNRISE,33351,IH3 PROPERTY FLORIDA LP,454880,Single Family,2002,1577,Out-of-state absentee; No homestead; Litigation pending (pre-foreclosure); Lien on property; Foreclosure judgment,final_judgment 12/29/2025; deed_transfer 12/18/2025; satisfaction 12/18/2025; lis_pendens 10/16/2025; lien 07/16/2025,IH3 PROPERTY FLORIDA LP,1717 MAIN ST #2000,DALLAS,TEXAS,75201,https://title.rootz.global/p/farm?address=9283%20NW%2055%20ST&city=SUNRISE
67,MEDIUM,9445 NW 55 ST,SUNRISE,33351,IH4 PROPERTY FLORIDA L P,464360,Single Family,2004,1657,Out-of-state absentee; No homestead; Litigation pending (pre-foreclosure); Lien on property; Foreclosure judgment,deed_transfer 12/31/2025; lien 12/30/2024; final_judgment 12/01/2025; lis_pendens 06/20/2025; satisfaction 04/08/2025,IH4 PROPERTY FLORIDA L P,1717 MAIN ST #2000,DALLAS,TEXAS,75201,https://title.rootz.global/p/farm?address=9445%20NW%2055%20ST&city=SUNRISE
67,MEDIUM,5487 NW 95 AVE,SUNRISE,33351,IH4 PROPERTY FLORIDA L P,430530,Single Family,2004,1810,Out-of-state absentee; No homestead; Litigation pending (pre-foreclosure); Lien on property; Foreclosure judgment,deed_transfer 12/31/2025; lien 12/30/2024; final_judgment 12/01/2025; lis_pendens 06/20/2025; satisfaction 04/08/2025,IH4 PROPERTY FLORIDA L P,1717 MAIN ST #2000,DALLAS,TEXAS,75201,https://title.rootz.global/p/farm?address=5487%20NW%2095%20AVE&city=SUNRISE
67,MEDIUM,5307 NW 90 AVE,SUNRISE,33351,2017-2 IH BORROWER LP,360280,Single Family,2000,1358,Out-of-state absentee; No homestead; Litigation pending (pre-foreclosure); Lien on property; Foreclosure judgment,lis_pendens 12/24/2025; deed_transfer 12/18/2025; lien 12/18/2025; satisfaction 12/16/2024; final_judgment 10/06/2025,2017-2 IH BORROWER LP,1717 MAIN ST #2000,DALLAS,TEXAS,75201,https://title.rootz.global/p/farm?address=5307%20NW%2090%20AVE&city=SUNRISE
67,MEDIUM,9215 NW 48 ST,SUNRISE,33351,2018-3 IH BORROWER LP,451690,Single Family,1980,1834,Out-of-state absentee; No homestead; Litigation pending (pre-foreclosure); Lien on property; Foreclosure judgment,satisfaction 12/09/2025; deed_transfer 12/02/2025; final_judgment 11/27/2024; lien 11/06/2025; lis_pendens 10/06/2025,2018-3 IH BORROWER LP,1717 MAIN ST #2000,DALLAS,TEXAS,75201,https://title.rootz.global/p/farm?address=9215%20NW%2048%20ST&city=SUNRISE
67,MEDIUM,9214 NW 48 ST,SUNRISE,33351,2017-2 IH BORROWER LP,496590,Single Family,1981,1817,Out-of-state absentee; No homestead; Litigation pending (pre-foreclosure); Lien on property; Foreclosure judgment,lis_pendens 12/24/2025; deed_transfer 12/18/2025; lien 12/18/2025; satisfaction 12/16/2024; final_judgment 10/06/2025,2017-2 IH BORROWER LP,1717 MAIN ST #2000,DALLAS,TEXAS,75201,https://title.rootz.global/p/farm?address=9214%20NW%2048%20ST&city=SUNRISE
67,MEDIUM,4463 NW 99 AVE,SUNRISE,33351,IH3 PROPERTY FLORIDA LP,466330,Single Family,1991,1650,Out-of-state absentee; No homestead; Litigation pending (pre-foreclosure); Lien on property; Foreclosure judgment,final_judgment 12/29/2025; deed_transfer 12/18/2025; satisfaction 12/18/2025; lis_pendens 10/16/2025; lien 07/16/2025,IH3 PROPERTY FLORIDA LP,1717 MAIN ST #2000,DALLAS,TEXAS,75201,https://title.rootz.global/p/farm?address=4463%20NW%2099%20AVE&city=SUNRISE
67,MEDIUM,9371 NW 38 PL,SUNRISE,33351,2017-2 IH BORROWER LP,378010,Single Family,1975,1470,Out-of-state absentee; No homestead; Litigation pending (pre-foreclosure); Lien on property; Foreclosure judgment,lis_pendens 12/24/2025; deed_transfer 12/18/2025; lien 12/18/2025; satisfaction 12/16/2024; final_judgment 10/06/2025,2017-2 IH BORROWER LP,1717 MAIN ST #2000,DALLAS,TEXAS,75201,https://title.rootz.global/p/farm?address=9371%20NW%2038%20PL&city=SUNRISE
67,MEDIUM,12152 NW 35 PL,SUNRISE,33323,IH3 PROPERTY FLORIDA LP,512020,Single Family,1991,1906,Out-of-state absentee; No homestead; Litigation pending (pre-foreclosure); Lien on property; Foreclosure judgment,final_judgment 12/29/2025; deed_transfer 12/18/2025; satisfaction 12/18/2025; lis_pendens 10/16/2025; lien 07/16/2025,IH3 PROPERTY FLORIDA LP,1717 MAIN ST #2000,DALLAS,TEXAS,75201,https://title.rootz.global/p/farm?address=12152%20NW%2035%20PL&city=SUNRISE
67,MEDIUM,9350 NW 35 MNR,SUNRISE,33351,2018-3 IH BORROWER LP,394890,Single Family,1975,1678,Out-of-state absentee; No homestead; Litigation pending (pre-foreclosure); Lien on property; Foreclosure judgment,satisfaction 12/09/2025; deed_transfer 12/02/2025; final_judgment 11/27/2024; lien 11/06/2025; lis_pendens 10/06/2025,2018-3 IH BORROWER LP,1717 MAIN ST #2000,DALLAS,TEXAS,75201,https://title.rootz.global/p/farm?address=9350%20NW%2035%20MNR&city=SUNRISE
67,MEDIUM,10800 NW 35 PL,SUNRISE,33351,IH3 PROPERTY FLORIDA LP,642930,Single Family,2001,2422,Out-of-state absentee; No homestead; Litigation pending (pre-foreclosure); Lien on property; Foreclosure judgment,final_judgment 12/29/2025; deed_transfer 12/18/2025; satisfaction 12/18/2025; lis_pendens 10/16/2025; lien 07/16/2025,IH3 PROPERTY FLORIDA LP,1717 MAIN ST #2000,DALLAS,TEXAS,75201,https://title.rootz.global/p/farm?address=10800%20NW%2035%20PL&city=SUNRISE
67,MEDIUM,9381 NW 33 PL,SUNRISE,33351,2017-2 IH BORROWER LP,469250,Single Family,1975,1910,Out-of-state absentee; No homestead; Litigation pending (pre-foreclosure); Lien on property; Foreclosure judgment,lis_pendens 12/24/2025; deed_transfer 12/18/2025; lien 12/18/2025; satisfaction 12/16/2024; final_judgment 10/06/2025,2017-2 IH BORROWER LP,1717 MAIN ST #2000,DALLAS,TEXAS,75201,https://title.rootz.global/p/farm?address=9381%20NW%2033%20PL&city=SUNRISE
67,MEDIUM,11830 NW 30 PL,SUNRISE,33323,THR FLORIDA LP,560590,Single Family,1978,2134,Out-of-state absentee; No homestead; Litigation pending (pre-foreclosure); Lien on property; Foreclosure judgment,satisfaction 12/30/2025; final_judgment 12/11/2025; lien 12/09/2024; deed_transfer 11/27/2024; lis_pendens 09/18/2025,THR FLORIDA LP,1717 MAIN ST #2000,DALLAS,TEXAS,75201,https://title.rootz.global/p/farm?address=11830%20NW%2030%20PL&city=SUNRISE
67,MEDIUM,8451 NW 28 ST,SUNRISE,33322,2018-3 IH BORROWER LP,430790,Single Family,1974,1720,Out-of-state absentee; No homestead; Litigation pending (pre-foreclosure); Lien on property; Foreclosure judgment,satisfaction 12/09/2025; deed_transfer 12/02/2025; final_judgment 11/27/2024; lien 11/06/2025; lis_pendens 10/06/2025,2018-3 IH BORROWER LP,1717 MAIN ST #2000,DALLAS,TEXAS,75201,https://title.rootz.global/p/farm?address=8451%20NW%2028%20ST&city=SUNRISE
67,MEDIUM,10331 SW 18 ST,MIRAMAR,33025,IH3 PROPERTY FLORIDA LP,411430,Single Family,1997,1145,Out-of-state absentee; No homestead; Litigation pending (pre-foreclosure); Lien on property; Foreclosure judgment,final_judgment 12/29/2025; deed_transfer 12/18/2025; satisfaction 12/18/2025; lis_pendens 10/16/2025; lien 07/16/2025,IH3 PROPERTY FLORIDA LP,1717 MAIN ST #2000,DALLAS,TEXAS,75201,https://title.rootz.global/p/farm?address=10331%20SW%2018%20ST&city=MIRAMAR
67,MEDIUM,14901 SW 18 ST,MIRAMAR,33027,IH3 PROPERTY FLORIDA LP,607200,Single Family,2001,2501,Out-of-state absentee; No homestead; Litigation pending (pre-foreclosure); Lien on property; Foreclosure judgment,final_judgment 12/29/2025; deed_transfer 12/18/2025; satisfaction 12/18/2025; lis_pendens 10/16/2025; lien 07/16/2025,IH3 PROPERTY FLORIDA LP,1717 MAIN ST #2000,DALLAS,TEXAS,75201,https://title.rootz.global/p/farm?address=14901%20SW%2018%20ST&city=MIRAMAR
67,MEDIUM,16268 SW 18 ST,MIRAMAR,33027,IH3 PROPERTY FLORIDA LP,693350,Single Family,2000,2896,Out-of-state absentee; No homestead; Litigation pending (pre-foreclosure); Lien on property; Foreclosure judgment,final_judgment 12/29/2025; deed_transfer 12/18/2025; satisfaction 12/18/2025; lis_pendens 10/16/2025; lien 07/16/2025,IH3 PROPERTY FLORIDA LP,1717 MAIN ST #2000,DALLAS,TEXAS,75201,https://title.rootz.global/p/farm?address=16268%20SW%2018%20ST&city=MIRAMAR
67,MEDIUM,7581 PLANTATION BLVD,MIRAMAR,33023,2018-3 IH BORROWER LP,378240,Single Family,1960,1079,Out-of-state absentee; No homestead; Litigation pending (pre-foreclosure); Lien on property; Foreclosure judgment,satisfaction 12/09/2025; deed_transfer 12/02/2025; final_judgment 11/27/2024; lien 11/06/2025; lis_pendens 10/06/2025,2018-3 IH BORROWER LP,1717 MAIN ST #2000,DALLAS,TEXAS,75201,https://title.rootz.global/p/farm?address=7581%20PLANTATION%20BLVD&city=MIRAMAR
67,MEDIUM,18041 SW 18 ST,MIRAMAR,33029,IH3 PROPERTY FLORIDA LP,706420,Single Family,1996,2615,Out-of-state absentee; No homestead; Litigation pending (pre-foreclosure); Lien on property; Foreclosure judgment,final_judgment 12/29/2025; deed_transfer 12/18/2025; satisfaction 12/18/2025; lis_pendens 10/16/2025; lien 07/16/2025,IH3 PROPERTY FLORIDA LP,1717 MAIN ST #2000,DALLAS,TEXAS,75201,https://title.rootz.global/p/farm?address=18041%20SW%2018%20ST&city=MIRAMAR
67,MEDIUM,16233 SW 18 PL,MIRAMAR,33027,IH3 PROPERTY FLORIDA LP,691080,Single Family,2000,2896,Out-of-state absentee; No homestead; Litigation pending (pre-foreclosure); Lien on property; Foreclosure judgment,final_judgment 12/29/2025; deed_transfer 12/18/2025; satisfaction 12/18/2025; lis_pendens 10/16/2025; lien 07/16/2025,IH3 PROPERTY FLORIDA LP,1717 MAIN ST #2000,DALLAS,TEXAS,75201,https://title.rootz.global/p/farm?address=16233%20SW%2018%20PL&city=MIRAMAR
67,MEDIUM,17402 SW 18 ST,MIRAMAR,33029,2018-3 IH BORROWER LP,402590,Single Family,1998,1350,Out-of-state absentee; No homestead; Litigation pending (pre-foreclosure); Lien on property; Foreclosure judgment,satisfaction 12/09/2025; deed_transfer 12/02/2025; final_judgment 11/27/2024; lien 11/06/2025; lis_pendens 10/06/2025,2018-3 IH BORROWER LP,1717 MAIN ST #2000,DALLAS,TEXAS,75201,https://title.rootz.global/p/farm?address=17402%20SW%2018%20ST&city=MIRAMAR
67,MEDIUM,17333 SW 19 ST,MIRAMAR,33029,IH3 PROPERTY FLORIDA LP,490620,Single Family,1997,1673,Out-of-state absentee; No homestead; Litigation pending (pre-foreclosure); Lien on property; Foreclosure judgment,final_judgment 12/29/2025; deed_transfer 12/18/2025; satisfaction 12/18/2025; lis_pendens 10/16/2025; lien 07/16/2025,IH3 PROPERTY FLORIDA LP,1717 MAIN ST #2000,DALLAS,TEXAS,75201,https://title.rootz.global/p/farm?address=17333%20SW%2019%20ST&city=MIRAMAR
67,MEDIUM,17473 SW 19 ST,MIRAMAR,33029,IH3 PROPERTY FLORIDA LP,480710,Single Family,1997,1549,Out-of-state absentee; No homestead; Litigation pending (pre-foreclosure); Lien on property; Foreclosure judgment,final_judgment 12/29/2025; deed_transfer 12/18/2025; satisfaction 12/18/2025; lis_pendens 10/16/2025; lien 07/16/2025,IH3 PROPERTY FLORIDA LP,1717 MAIN ST #2000,DALLAS,TEXAS,75201,https://title.rootz.global/p/farm?address=17473%20SW%2019%20ST&city=MIRAMAR
67,MEDIUM,1885 SW 163 AVE,MIRAMAR,33027,IH3 PROPERTY FLORIDA LP,709110,Single Family,2000,2848,Out-of-state absentee; No homestead; Litigation pending (pre-foreclosure); Lien on property; Foreclosure judgment,final_judgment 12/29/2025; deed_transfer 12/18/2025; satisfaction 12/18/2025; lis_pendens 10/16/2025; lien 07/16/2025,IH3 PROPERTY FLORIDA LP,1717 MAIN ST #2000,DALLAS,TEXAS,75201,https://title.rootz.global/p/farm?address=1885%20SW%20163%20AVE&city=MIRAMAR
67,MEDIUM,1858 SW 177 AVE,MIRAMAR,33029,IH3 PROPERTY FLORIDA LP,614610,Single Family,1999,2394,Out-of-state absentee; No homestead; Litigation pending (pre-foreclosure); Lien on property; Foreclosure judgment,final_judgment 12/29/2025; deed_transfer 12/18/2025; satisfaction 12/18/2025; lis_pendens 10/16/2025; lien 07/16/2025,IH3 PROPERTY FLORIDA LP,1717 MAIN ST #2000,DALLAS,TEXAS,75201,https://title.rootz.global/p/farm?address=1858%20SW%20177%20AVE&city=MIRAMAR
67,MEDIUM,1868 SW 177 AVE,MIRAMAR,33029,IH3 PROPERTY FLORIDA LP,411600,Single Family,1999,1673,Out-of-state absentee; No homestead; Litigation pending (pre-foreclosure); Lien on property; Foreclosure judgment,final_judgment 12/29/2025; deed_transfer 12/18/2025; satisfaction 12/18/2025; lis_pendens 10/16/2025; lien 07/16/2025,IH3 PROPERTY FLORIDA LP,1717 MAIN ST #2000,DALLAS,TEXAS,75201,https://title.rootz.global/p/farm?address=1868%20SW%20177%20AVE&city=MIRAMAR
67,MEDIUM,1963 SW 149 AVE,MIRAMAR,33027,IH3 PROPERTY FLORIDA LP,624520,Single Family,2001,2258,Out-of-state absentee; No homestead; Litigation pending (pre-foreclosure); Lien on property; Foreclosure judgment,final_judgment 12/29/2025; deed_transfer 12/18/2025; satisfaction 12/18/2025; lis_pendens 10/16/2025; lien 07/16/2025,IH3 PROPERTY FLORIDA LP,1717 MAIN ST #2000,DALLAS,TEXAS,75201,https://title.rootz.global/p/farm?address=1963%20SW%20149%20AVE&city=MIRAMAR
67,MEDIUM,2231 SW 67 WAY,MIRAMAR,33023,2017-2 IH BORROWER LP,479660,Single Family,1969,2213,Out-of-state absentee; No homestead; Litigation pending (pre-foreclosure); Lien on property; Foreclosure judgment,lis_pendens 12/24/2025; deed_transfer 12/18/2025; lien 12/18/2025; satisfaction 12/16/2024; final_judgment 10/06/2025,2017-2 IH BORROWER LP,1717 MAIN ST #2000,DALLAS,TEXAS,75201,https://title.rootz.global/p/farm?address=2231%20SW%2067%20WAY&city=MIRAMAR
67,MEDIUM,15921 SW 20 ST,MIRAMAR,33027,IH3 PROPERTY FLORIDA LP,530990,Single Family,2000,2162,Out-of-state absentee; No homestead; Litigation pending (pre-foreclosure); Lien on property; Foreclosure judgment,final_judgment 12/29/2025; deed_transfer 12/18/2025; satisfaction 12/18/2025; lis_pendens 10/16/2025; lien 07/16/2025,IH3 PROPERTY FLORIDA LP,1717 MAIN ST #2000,DALLAS,TEXAS,75201,https://title.rootz.global/p/farm?address=15921%20SW%2020%20ST&city=MIRAMAR
67,MEDIUM,17775 SW 20 ST,MIRAMAR,33029,IH3 PROPERTY FLORIDA LP,495450,Single Family,1995,1673,Out-of-state absentee; No homestead; Litigation pending (pre-foreclosure); Lien on property; Foreclosure judgment,final_judgment 12/29/2025; deed_transfer 12/18/2025; satisfaction 12/18/2025; lis_pendens 10/16/2025; lien 07/16/2025,IH3 PROPERTY FLORIDA LP,1717 MAIN ST #2000,DALLAS,TEXAS,75201,https://title.rootz.global/p/farm?address=17775%20SW%2020%20ST&city=MIRAMAR
67,MEDIUM,7957 NORMANDY ST,MIRAMAR,33023,THR FLORIDA LP,470650,Single Family,1963,1519,Out-of-state absentee; No homestead; Litigation pending (pre-foreclosure); Lien on property; Foreclosure judgment,satisfaction 12/30/2025; final_judgment 12/11/2025; lien 12/09/2024; deed_transfer 11/27/2024; lis_pendens 09/18/2025,THR FLORIDA LP,1717 MAIN ST #2000,DALLAS,TEXAS,75201,https://title.rootz.global/p/farm?address=7957%20NORMANDY%20ST&city=MIRAMAR
